TIMESTAMP,CO2,TEMP,HUM
26/3/2021 13:34:59,520 ppm,19.69 C,67.60 %
26/3/2021 13:35:59,510 ppm,19.77 C,67.32 %
26/3/2021 13:36:59,480 ppm,19.76 C,67.30 %
26/3/2021 13:37:59,470 ppm,19.74 C,67.37 %
26/3/2021 13:38:59,460 ppm,19.74 C,67.41 %
26/3/2021 13:39:59,470 ppm,19.76 C,67.42 %
26/3/2021 13:40:59,470 ppm,19.81 C,67.30 %
26/3/2021 13:42:01,460 ppm,19.80 C,67.19 %
26/3/2021 13:43:01,460 ppm,19.83 C,67.27 %
26/3/2021 13:44:01,470 ppm,19.83 C,67.09 %
26/3/2021 13:45:01,460 ppm,19.81 C,67.08 %
26/3/2021 13:46:01,450 ppm,19.81 C,67.14 %
26/3/2021 13:47:01,460 ppm,19.79 C,67.23 %
26/3/2021 13:48:01,450 ppm,19.79 C,67.23 %
26/3/2021 13:49:01,450 ppm,19.83 C,67.01 %
26/3/2021 13:49:59,450 ppm,19.79 C,67.08 %
26/3/2021 13:50:59,450 ppm,19.80 C,66.95 %
26/3/2021 13:51:59,450 ppm,19.79 C,67.09 %
26/3/2021 13:52:59,450 ppm,19.79 C,67.15 %
26/3/2021 13:53:59,450 ppm,19.87 C,66.93 %
26/3/2021 13:55:00,450 ppm,19.87 C,66.94 %
26/3/2021 13:56:00,450 ppm,19.79 C,67.06 %
26/3/2021 13:57:00,450 ppm,19.81 C,67.10 %
26/3/2021 13:58:00,450 ppm,19.77 C,67.13 %
26/3/2021 13:59:00,450 ppm,19.76 C,67.16 %
26/3/2021 14:00:00,450 ppm,19.79 C,67.12 %
26/3/2021 14:01:00,450 ppm,19.80 C,67.02 %
26/3/2021 14:02:00,450 ppm,19.84 C,66.86 %
26/3/2021 14:03:00,450 ppm,19.81 C,66.97 %
26/3/2021 14:04:00,460 ppm,19.80 C,66.92 %
26/3/2021 14:05:00,460 ppm,19.80 C,66.94 %
26/3/2021 14:06:00,460 ppm,19.77 C,67.06 %
26/3/2021 14:07:00,460 ppm,19.76 C,67.07 %
26/3/2021 14:08:00,460 ppm,19.70 C,67.17 %
26/3/2021 14:09:00,460 ppm,19.66 C,67.29 %
26/3/2021 14:10:00,460 ppm,19.69 C,67.21 %
26/3/2021 14:11:00,460 ppm,19.63 C,67.03 %
26/3/2021 14:12:00,470 ppm,19.59 C,67.23 %
26/3/2021 14:13:00,470 ppm,19.58 C,67.22 %
26/3/2021 14:14:00,470 ppm,19.60 C,67.31 %
26/3/2021 14:15:00,470 ppm,19.65 C,67.21 %
26/3/2021 14:16:00,480 ppm,19.63 C,67.15 %
26/3/2021 14:17:00,470 ppm,19.58 C,67.33 %
26/3/2021 14:18:00,470 ppm,19.58 C,67.12 %
26/3/2021 14:19:00,470 ppm,19.56 C,67.26 %
26/3/2021 14:20:00,470 ppm,19.58 C,67.44 %
26/3/2021 14:21:00,470 ppm,19.60 C,67.27 %
26/3/2021 14:22:00,470 ppm,19.62 C,67.25 %
26/3/2021 14:23:00,470 ppm,19.62 C,67.26 %
26/3/2021 14:24:00,470 ppm,19.63 C,67.26 %
26/3/2021 14:25:00,470 ppm,19.60 C,67.29 %
26/3/2021 14:26:00,470 ppm,19.59 C,67.31 %
26/3/2021 14:27:00,480 ppm,19.62 C,67.20 %
26/3/2021 14:28:00,480 ppm,19.56 C,67.15 %
26/3/2021 14:29:00,480 ppm,19.59 C,67.36 %
26/3/2021 14:30:00,480 ppm,19.60 C,67.35 %
26/3/2021 14:31:00,470 ppm,19.65 C,67.30 %
26/3/2021 14:32:00,470 ppm,19.65 C,67.22 %
26/3/2021 14:33:00,470 ppm,19.66 C,67.17 %
26/3/2021 14:34:00,470 ppm,19.65 C,67.18 %
26/3/2021 14:35:00,470 ppm,19.66 C,67.21 %
26/3/2021 14:36:00,470 ppm,19.66 C,67.17 %
26/3/2021 14:37:00,470 ppm,19.68 C,67.18 %
26/3/2021 14:38:00,470 ppm,19.66 C,67.21 %
26/3/2021 14:39:00,470 ppm,19.63 C,67.37 %
26/3/2021 14:40:00,460 ppm,19.66 C,67.31 %
26/3/2021 14:41:00,460 ppm,19.68 C,67.33 %
26/3/2021 14:42:01,460 ppm,19.69 C,67.27 %
26/3/2021 14:43:01,470 ppm,19.65 C,67.37 %
26/3/2021 14:44:01,470 ppm,19.66 C,67.39 %
26/3/2021 14:45:01,470 ppm,19.66 C,67.41 %
26/3/2021 14:46:01,470 ppm,19.62 C,67.42 %
26/3/2021 14:47:01,470 ppm,19.58 C,67.41 %
26/3/2021 14:48:01,470 ppm,19.60 C,67.51 %
26/3/2021 14:49:01,470 ppm,19.60 C,67.62 %
26/3/2021 14:50:01,470 ppm,19.65 C,67.52 %
26/3/2021 14:51:01,470 ppm,19.60 C,67.60 %
26/3/2021 14:52:01,470 ppm,19.60 C,67.53 %
26/3/2021 14:53:01,460 ppm,19.59 C,67.60 %
26/3/2021 14:54:01,460 ppm,19.58 C,67.48 %
26/3/2021 14:55:01,460 ppm,19.56 C,67.56 %
26/3/2021 14:56:01,460 ppm,19.53 C,67.77 %
26/3/2021 14:56:59,460 ppm,19.46 C,67.99 %
26/3/2021 14:57:59,470 ppm,19.45 C,68.11 %
26/3/2021 14:58:59,470 ppm,19.48 C,67.97 %
26/3/2021 14:59:59,460 ppm,19.46 C,67.89 %
26/3/2021 15:00:59,470 ppm,19.48 C,68.08 %
26/3/2021 15:01:59,470 ppm,19.48 C,68.13 %
26/3/2021 15:03:01,470 ppm,19.52 C,68.01 %
26/3/2021 15:04:01,470 ppm,19.52 C,68.01 %
26/3/2021 15:05:01,470 ppm,19.53 C,68.21 %
26/3/2021 15:06:01,470 ppm,19.53 C,67.98 %
26/3/2021 15:07:01,470 ppm,19.55 C,68.06 %
26/3/2021 15:08:01,480 ppm,19.53 C,68.14 %
26/3/2021 15:09:01,480 ppm,19.53 C,68.25 %
26/3/2021 15:10:01,480 ppm,19.52 C,68.35 %
26/3/2021 15:11:01,480 ppm,19.52 C,68.37 %
26/3/2021 15:12:01,480 ppm,19.52 C,68.44 %
26/3/2021 15:13:01,480 ppm,19.55 C,68.27 %
26/3/2021 15:14:01,470 ppm,19.56 C,68.32 %
26/3/2021 15:14:59,480 ppm,19.56 C,68.46 %
26/3/2021 15:15:59,470 ppm,19.59 C,68.44 %
26/3/2021 15:16:59,480 ppm,19.58 C,68.56 %
26/3/2021 15:17:59,480 ppm,19.53 C,68.64 %
26/3/2021 15:18:59,460 ppm,19.58 C,68.87 %
26/3/2021 15:19:59,460 ppm,19.55 C,68.92 %
26/3/2021 15:20:59,450 ppm,19.53 C,68.96 %
26/3/2021 15:21:59,450 ppm,19.55 C,69.03 %
26/3/2021 15:22:59,450 ppm,19.50 C,69.13 %
26/3/2021 15:23:59,440 ppm,19.53 C,69.19 %
26/3/2021 15:24:59,440 ppm,19.53 C,69.15 %
26/3/2021 15:25:59,440 ppm,19.52 C,69.01 %
26/3/2021 15:27:00,450 ppm,19.56 C,69.12 %
26/3/2021 15:28:00,450 ppm,19.55 C,69.12 %
26/3/2021 15:29:00,450 ppm,19.52 C,69.23 %
26/3/2021 15:30:00,450 ppm,19.53 C,69.26 %
26/3/2021 15:31:00,450 ppm,19.52 C,69.23 %
26/3/2021 15:32:00,450 ppm,19.53 C,69.23 %
26/3/2021 15:33:00,450 ppm,19.53 C,69.20 %
26/3/2021 15:34:00,450 ppm,19.55 C,69.10 %
26/3/2021 15:35:00,450 ppm,19.55 C,69.25 %
26/3/2021 15:36:00,450 ppm,19.53 C,69.39 %
26/3/2021 15:37:00,460 ppm,19.60 C,69.12 %
26/3/2021 15:38:00,460 ppm,19.58 C,69.23 %
26/3/2021 15:39:00,470 ppm,19.60 C,69.36 %
26/3/2021 15:40:00,450 ppm,19.55 C,69.54 %
26/3/2021 15:41:00,450 ppm,19.50 C,69.67 %
26/3/2021 15:42:00,470 ppm,19.58 C,69.50 %
26/3/2021 15:43:00,460 ppm,19.55 C,69.65 %
26/3/2021 15:44:00,460 ppm,19.55 C,69.64 %
26/3/2021 15:45:00,470 ppm,19.60 C,69.51 %
26/3/2021 15:46:00,460 ppm,19.55 C,69.77 %
26/3/2021 15:47:00,460 ppm,19.50 C,70.00 %
26/3/2021 15:48:00,440 ppm,19.46 C,70.22 %
26/3/2021 15:49:00,440 ppm,19.42 C,70.34 %
26/3/2021 15:50:00,440 ppm,19.39 C,70.44 %
26/3/2021 15:51:00,430 ppm,19.38 C,70.64 %
26/3/2021 15:52:00,430 ppm,19.38 C,70.70 %
26/3/2021 15:53:00,430 ppm,19.34 C,70.74 %
26/3/2021 15:54:00,430 ppm,19.34 C,70.80 %
26/3/2021 15:55:00,430 ppm,19.32 C,70.81 %
26/3/2021 15:56:00,430 ppm,19.28 C,70.98 %
26/3/2021 15:57:00,420 ppm,19.28 C,71.12 %
26/3/2021 15:58:00,420 ppm,19.22 C,71.13 %
26/3/2021 15:59:00,420 ppm,19.24 C,71.14 %
26/3/2021 16:00:00,420 ppm,19.25 C,71.08 %
26/3/2021 16:01:00,420 ppm,19.29 C,71.03 %
26/3/2021 16:02:00,420 ppm,19.26 C,71.02 %
26/3/2021 16:03:00,430 ppm,19.34 C,70.76 %
26/3/2021 16:04:00,430 ppm,19.36 C,70.87 %
26/3/2021 16:05:00,450 ppm,19.42 C,70.77 %
26/3/2021 16:06:00,470 ppm,19.44 C,70.53 %
26/3/2021 16:07:00,450 ppm,19.44 C,70.54 %
26/3/2021 16:08:00,440 ppm,19.44 C,70.55 %
26/3/2021 16:09:00,440 ppm,19.41 C,70.78 %
26/3/2021 16:10:00,430 ppm,19.36 C,70.89 %
26/3/2021 16:11:01,440 ppm,19.38 C,70.73 %
